Name,Price,Rating,Link
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 10",10850,4.4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP1VXLR7NAFAMZ-197798992&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel A70,6.66 Display Upto 8GB RAM + 128GB ROM 8MP 5000mAh,",10380,4 out of 5,https://www.jumia.co.ke/itel-a706.66-display-upto-8gb-ram-128gb-rom-8mp-5000mah-169060164.html
"Itel 5609 - 1.77"" (Dual SIM) - Wireless FM, 2500mAh - Black (1YR WRTY)",1790,4.7 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP3SUQA3NAFAMZ-359194464&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 6",10799,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP1VC65FNAFAMZ-197798982&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
Itel S23 128GB + 4GB Android 12 +SMARTNETS 1,9640,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP2SXGDNNAFAMZ-206734057&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel S23 6.6"" Display, 128GB Storage + Up To 8GB RAM, 50MP Camera, 5000mAh+WATCH+EARPODS",10199,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP1VFB93NAFAMZ-209499746&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 3",10499,4.1 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP1UQQJNNAFAMZ-197798972&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel S23 128GB + 4GB Android 12 ,SUPERFLY",9650,4.2 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP395WBZNAFAMZ-204170637&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel A18S 5.5"", 32GB+4GB RAM/Black /BL",6599,4.2 out of 5,https://www.jumia.co.ke/itel-a18s-5.5-32gb4gb-ramblack-bl-191675044.html
"Itel 6360 Feature Phone - 2.8"" Screen, Smart Touch, 2000mAh, Dual SIM, Purple",3280,3.8 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP4JN8I3NAFAMZ-359194419&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel RS4 6.56"" 8GB RAM +256 GB, 5000 mAh, DUAL SIM, 4G - Silvery White",21060,4.5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP49T680NAFAMZ-384022880&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel S23 6.6"" Display, 128GB Storage + Up To 8GB RAM, 50MP Camera, 5000mAh+ Bk-COVER+PROTECTOR",9850,4.4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP1Q2ET3NAFAMZ-209499755&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel S23 6.6"" Display, 128GB Storage + Up To 8GB RAM, 50MP Camera, 5000mAh+ COVER+PROTECTOR",9850,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP2T6BWZNAFAMZ-209376764&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel RS4 6.56"" 8GB RAM +256 GB, 5000 mAh, DUAL SIM, 4G - Elegant Beige (1YR WRTY)",21060,1 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP4VN4Z4NAFAMZ-384018762&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel A70, 6.6"", 3GB RAM + 128GB, 4G, (Dual SIM) 5000mAh - Azure blue",9699,5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP4N8P4UNAFAMZ-355787445&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel 2311 - 2.0"" (Dual SIM), Wireless FM, Bright Torch, 1000mAh - Black (1YR WRTY)",1680,3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=IT910MP3VTWAZNAFAMZ-359194415&return=%2Fcatalog%2F%3Fq%3Ditel%26page%3D1
"Itel A18S 5.5"", 32GB+4GB RAM (2+2GB),Fingeprint-Black /BL",6599,3 out of 5,https://www.jumia.co.ke/itel-a18s-5.5-32gb4gb-ram-22gbfingeprint-black-bl-211625452.html
