Name,Price,Rating,Link
Reclining Baby Car Seat - Grey (0-5yrs) + Baby Wipes,14400,5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840TB17Y42ENAFAMZ-32775897&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
Infant Medicine/Juice Feeder,409,3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840TG2CX1EKNAFAMZ-160408228&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
Baby Spoon With Fork Baby Utensils Set Bendable Silicone,870,No Ratings,https://www.jumia.co.ke/generic-baby-spoon-with-fork-baby-utensils-set-bendable-silicone-169332466.html
Baby Rocker With Musical Toy Bar & Vibrations,4899,5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840CA36T2BPNAFAMZ-154570813&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
Dancing Cactus Toys Talks Toys Of Electronic Furniture Dancing Song Talking New Fun Music Bright,1797,No Ratings,https://www.jumia.co.ke/generic-dancing-cactus-toys-talks-toys-of-electronic-furniture-dancing-song-talking-new-fun-music-bright-239024767.html
6 Layers Cotton Infant Hand Towel Baby Bibs Newborn Feeding Pink,293,No Ratings,https://www.jumia.co.ke/generic-6-layers-cotton-infant-hand-towel-baby-bibs-newborn-feeding-pink-60312910.html
Sit-me Up Pillow Green,4299,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840CA36J6GWNAFAMZ-170531732&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
Kids Feeding Bib Wipe Clean Long Sleeve Feeding Smock Green Cactus,509,5 out of 5,https://www.jumia.co.ke/generic-kids-feeding-bib-wipe-clean-long-sleeve-feeding-smock-green-cactus-60138950.html
5 Pcs Bamboo Cooking/Serving Spoon Mwiko Set With Holder,595,1 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840TG2U65NBNAFAMZ-237426093&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
5 Pcs Bamboo Cooking/Serving Spoon Mwiko Set With Holder,595,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840TG1T6H27NAFAMZ-237422908&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
Car Baby Backseat Mirror Wide View Cartoon Animals,1797,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840CA4RLI06NAFAMZ-385907667&return=%2Fcatalog%2F%3Fq%3Dbaby%2Bproducts%26page%3D1
